labels,img
70.4512,DSC06443.JPG
70.2464,DSC06444.JPG
75.776,DSC06445.JPG
75.776,DSC06446.JPG
79.6672,DSC06447.JPG
83.5584,DSC06448.JPG
86.6304,DSC06449.JPG
90.3168,DSC06450.JPG
92.5696,DSC06451.JPG
94.208,DSC06452.JPG
96.6656,DSC06453.JPG
97.0752,DSC06454.JPG
97.0752,DSC06455.JPG
101.786,DSC06456.JPG
105.677,DSC06457.JPG
109.363,DSC06458.JPG
109.363,DSC06459.JPG
4.7104,DSC06460.JPG
7.168,DSC06461.JPG
6.9632,DSC06462.JPG
10.0352,DSC06463.JPG
14.1312,DSC06464.JPG
18.0224,DSC06465.JPG
22.9376,DSC06466.JPG
23.3472,DSC06467.JPG
30.5152,DSC06468.JPG
35.2256,DSC06469.JPG
40.5504,DSC06470.JPG
45.4656,DSC06471.JPG
48.7424,DSC06472.JPG
49.152,DSC06473.JPG
54.8864,DSC06474.JPG
58.9824,DSC06475.JPG
63.2832,DSC06476.JPG
67.1744,DSC06477.JPG
70.4512,DSC06478.JPG
73.3184,DSC06479.JPG
75.3664,DSC06480.JPG
75.1616,DSC06481.JPG
79.872,DSC06482.JPG
84.7872,DSC06483.JPG
89.088,DSC06484.JPG
93.5936,DSC06485.JPG
95.6416,DSC06486.JPG
98.7136,DSC06487.JPG
100.352,DSC06488.JPG
103.629,DSC06489.JPG
106.496,DSC06490.JPG
109.363,DSC06491.JPG
109.363,DSC06492.JPG
50.3808,DSC06493.JPG
7.5776,DSC06494.JPG
7.7824,DSC06495.JPG
10.0352,DSC06496.JPG
10.4448,DSC06497.JPG
15.1552,DSC06498.JPG
18.432,DSC06499.JPG
22.1184,DSC06500.JPG
25.3952,DSC06501.JPG
28.0576,DSC06502.JPG
31.3344,DSC06503.JPG
32.5632,DSC06504.JPG
32.768,DSC06505.JPG
32.5632,DSC06506.JPG
39.7312,DSC06507.JPG
44.2368,DSC06508.JPG
48.3328,DSC06509.JPG
51.4048,DSC06510.JPG
52.0192,DSC06511.JPG
54.8864,DSC06512.JPG
57.5488,DSC06513.JPG
57.5488,DSC06514.JPG
59.392,DSC06515.JPG
59.5968,DSC06516.JPG
59.5968,DSC06517.JPG
64.9216,DSC06518.JPG
68.608,DSC06519.JPG
72.2944,DSC06520.JPG
75.776,DSC06521.JPG
78.6432,DSC06522.JPG
81.92,DSC06523.JPG
84.3776,DSC06524.JPG
84.3776,DSC06525.JPG
87.6544,DSC06526.JPG
90.5216,DSC06527.JPG
90.3168,DSC06528.JPG
92.9792,DSC06529.JPG
94.8224,DSC06530.JPG
96.256,DSC06531.JPG
96.256,DSC06532.JPG
96.0512,DSC06533.JPG
99.1232,DSC06534.JPG
101.171,DSC06535.JPG
103.424,DSC06536.JPG
105.472,DSC06537.JPG
105.267,DSC06538.JPG
7.5776,DSC06539.JPG
7.9872,DSC06540.JPG
14.1312,DSC06541.JPG
18.8416,DSC06542.JPG
23.1424,DSC06543.JPG
25.1904,DSC06544.JPG
31.5392,DSC06545.JPG
36.0448,DSC06546.JPG
37.6832,DSC06547.JPG
39.936,DSC06548.JPG
44.032,DSC06549.JPG
47.5136,DSC06550.JPG
49.7664,DSC06551.JPG
49.7664,DSC06552.JPG
50.9952,DSC06553.JPG
57.5488,DSC06554.JPG
62.8736,DSC06555.JPG
5.9392,DSC06556.JPG
5.9392,DSC06557.JPG
8.3968,DSC06558.JPG
10.4448,DSC06559.JPG
12.6976,DSC06560.JPG
12.6976,DSC06561.JPG
16.5888,DSC06562.JPG
19.2512,DSC06563.JPG
23.552,DSC06564.JPG
27.8528,DSC06565.JPG
29.2864,DSC06566.JPG
29.0816,DSC06567.JPG
35.2256,DSC06568.JPG
40.3456,DSC06569.JPG
45.2608,DSC06570.JPG
48.7424,DSC06571.JPG
51.2,DSC06572.JPG
52.8384,DSC06573.JPG
52.6336,DSC06574.JPG
58.368,DSC06575.JPG
63.488,DSC06576.JPG
67.3792,DSC06577.JPG
70.8608,DSC06578.JPG
72.2944,DSC06579.JPG
76.1856,DSC06580.JPG
79.872,DSC06581.JPG
83.1488,DSC06582.JPG
86.016,DSC06583.JPG
88.6784,DSC06584.JPG
89.9072,DSC06585.JPG
93.7984,DSC06586.JPG
97.4848,DSC06587.JPG
99.9424,DSC06588.JPG
102.4,DSC06589.JPG
104.038,DSC06590.JPG
7.7824,DSC06591.JPG
7.9872,DSC06592.JPG
8.192,DSC06593.JPG
12.0832,DSC06594.JPG
15.5648,DSC06595.JPG
19.6608,DSC06596.JPG
24.3712,DSC06597.JPG
27.8528,DSC06598.JPG
27.8528,DSC06599.JPG
34.4064,DSC06600.JPG
39.1168,DSC06601.JPG
43.6224,DSC06602.JPG
47.5136,DSC06603.JPG
50.9952,DSC06604.JPG
52.8384,DSC06605.JPG
52.8384,DSC06606.JPG
57.1392,DSC06607.JPG
61.8496,DSC06608.JPG
65.7408,DSC06609.JPG
69.8368,DSC06610.JPG
73.1136,DSC06611.JPG
75.5712,DSC06612.JPG
77.4144,DSC06613.JPG
82.3296,DSC06614.JPG
86.4256,DSC06615.JPG
89.088,DSC06616.JPG
92.16,DSC06617.JPG
95.0272,DSC06618.JPG
96.0512,DSC06619.JPG
99.328,DSC06620.JPG
104.858,DSC06621.JPG
109.568,DSC06622.JPG
109.363,DSC06623.JPG
12.288,DSC06624.JPG
9.216,DSC06625.JPG
12.9024,DSC06626.JPG
16.9984,DSC06627.JPG
16.7936,DSC06628.JPG
21.9136,DSC06629.JPG
26.2144,DSC06630.JPG
29.2864,DSC06631.JPG
32.768,DSC06632.JPG
36.0448,DSC06633.JPG
38.912,DSC06634.JPG
41.5744,DSC06635.JPG
42.1888,DSC06636.JPG
47.9232,DSC06637.JPG
52.8384,DSC06638.JPG
57.1392,DSC06639.JPG
61.8496,DSC06640.JPG
64.7168,DSC06641.JPG
67.3792,DSC06642.JPG
69.4272,DSC06643.JPG
74.5472,DSC06644.JPG
77.824,DSC06645.JPG
81.3056,DSC06646.JPG
84.5824,DSC06647.JPG
88.064,DSC06648.JPG
90.5216,DSC06649.JPG
92.3648,DSC06650.JPG
94.6176,DSC06651.JPG
94.6176,DSC06652.JPG
97.28,DSC06653.JPG
100.352,DSC06654.JPG
104.243,DSC06655.JPG
107.52,DSC06656.JPG
110.387,DSC06657.JPG
51.4048,DSC06658.JPG
4.9152,DSC06659.JPG
4.9152,DSC06660.JPG
5.7344,DSC06661.JPG
8.6016,DSC06662.JPG
11.4688,DSC06663.JPG
14.9504,DSC06664.JPG
18.2272,DSC06665.JPG
18.2272,DSC06666.JPG
25.3952,DSC06667.JPG
29.0816,DSC06668.JPG
33.5872,DSC06669.JPG
36.864,DSC06670.JPG
39.3216,DSC06671.JPG
41.984,DSC06672.JPG
43.2128,DSC06673.JPG
43.008,DSC06674.JPG
47.5136,DSC06675.JPG
51.6096,DSC06676.JPG
55.5008,DSC06677.JPG
58.9824,DSC06678.JPG
62.8736,DSC06679.JPG
65.7408,DSC06680.JPG
67.9936,DSC06681.JPG
69.632,DSC06682.JPG
69.4272,DSC06683.JPG
73.5232,DSC06684.JPG
76.8,DSC06685.JPG
80.2816,DSC06686.JPG
83.5584,DSC06687.JPG
86.016,DSC06688.JPG
88.4736,DSC06689.JPG
89.088,DSC06690.JPG
92.3648,DSC06691.JPG
95.0272,DSC06692.JPG
97.0752,DSC06693.JPG
99.5328,DSC06694.JPG
102.4,DSC06695.JPG
104.243,DSC06696.JPG
104.038,DSC06697.JPG
9.6256,DSC06698.JPG
8.8064,DSC06699.JPG
9.0112,DSC06700.JPG
13.312,DSC06701.JPG
19.2512,DSC06702.JPG
24.3712,DSC06703.JPG
27.4432,DSC06704.JPG
29.0816,DSC06705.JPG
29.2864,DSC06706.JPG
35.0208,DSC06707.JPG
38.912,DSC06708.JPG
43.008,DSC06709.JPG
45.4656,DSC06710.JPG
48.5376,DSC06711.JPG
49.5616,DSC06712.JPG
49.3568,DSC06713.JPG
54.6816,DSC06714.JPG
58.368,DSC06715.JPG
62.2592,DSC06716.JPG
65.536,DSC06717.JPG
69.2224,DSC06718.JPG
71.68,DSC06719.JPG
72.704,DSC06720.JPG
72.4992,DSC06721.JPG
76.5952,DSC06722.JPG
80.4864,DSC06723.JPG
83.5584,DSC06724.JPG
86.8352,DSC06725.JPG
89.2928,DSC06726.JPG
90.5216,DSC06727.JPG
91.9552,DSC06728.JPG
92.16,DSC06729.JPG
93.3888,DSC06730.JPG
93.3888,DSC06731.JPG
96.256,DSC06732.JPG
98.9184,DSC06733.JPG
101.581,DSC06734.JPG
104.038,DSC06735.JPG
104.653,DSC06736.JPG
56.1152,DSC06737.JPG
8.6016,DSC06738.JPG
9.0112,DSC06739.JPG
12.6976,DSC06740.JPG
16.1792,DSC06741.JPG
19.456,DSC06742.JPG
21.7088,DSC06743.JPG
23.7568,DSC06744.JPG
23.552,DSC06745.JPG
28.8768,DSC06746.JPG
33.1776,DSC06747.JPG
37.2736,DSC06748.JPG
41.1648,DSC06749.JPG
44.2368,DSC06750.JPG
47.104,DSC06751.JPG
48.9472,DSC06752.JPG
48.7424,DSC06753.JPG
55.296,DSC06754.JPG
59.1872,DSC06755.JPG
5.12,DSC06858.JPG
6.3488,DSC06859.JPG
6.3488,DSC06860.JPG
8.6016,DSC06861.JPG
11.0592,DSC06862.JPG
13.9264,DSC06863.JPG
16.5888,DSC06864.JPG
17.8176,DSC06865.JPG
23.1424,DSC06866.JPG
27.648,DSC06867.JPG
31.744,DSC06868.JPG
35.2256,DSC06869.JPG
38.2976,DSC06870.JPG
40.1408,DSC06871.JPG
40.3456,DSC06872.JPG
46.6944,DSC06873.JPG
50.9952,DSC06874.JPG
55.9104,DSC06875.JPG
59.8016,DSC06876.JPG
62.464,DSC06877.JPG
63.0784,DSC06878.JPG
68.608,DSC06879.JPG
71.2704,DSC06880.JPG
75.3664,DSC06881.JPG
79.872,DSC06882.JPG
84.992,DSC06883.JPG
88.4736,DSC06884.JPG
90.5216,DSC06885.JPG
91.5456,DSC06886.JPG
93.3888,DSC06887.JPG
96.256,DSC06888.JPG
100.147,DSC06889.JPG
104.038,DSC06890.JPG
106.906,DSC06891.JPG
109.773,DSC06892.JPG
45.4656,DSC06893.JPG
7.168,DSC06894.JPG
9.216,DSC06895.JPG
9.4208,DSC06896.JPG
14.7456,DSC06897.JPG
19.456,DSC06898.JPG
23.9616,DSC06899.JPG
28.0576,DSC06900.JPG
30.72,DSC06901.JPG
30.72,DSC06902.JPG
36.864,DSC06903.JPG
42.5984,DSC06904.JPG
47.104,DSC06905.JPG
52.0192,DSC06906.JPG
56.32,DSC06907.JPG
58.7776,DSC06908.JPG
58.5728,DSC06909.JPG
64.7168,DSC06910.JPG
69.4272,DSC06911.JPG
73.9328,DSC06912.JPG
78.848,DSC06913.JPG
81.92,DSC06914.JPG
84.7872,DSC06915.JPG
85.4016,DSC06916.JPG
85.6064,DSC06917.JPG
89.4976,DSC06918.JPG
92.3648,DSC06919.JPG
95.4368,DSC06920.JPG
97.4848,DSC06921.JPG
99.328,DSC06922.JPG
99.5328,DSC06923.JPG
99.328,DSC06924.JPG
103.629,DSC06925.JPG
109.363,DSC06926.JPG
113.254,DSC06927.JPG
113.05,DSC06928.JPG
8.192,DSC06929.JPG
7.3728,DSC06930.JPG
9.8304,DSC06931.JPG
16.384,DSC06932.JPG
21.2992,DSC06933.JPG
25.6,DSC06934.JPG
29.0816,DSC06935.JPG
31.3344,DSC06936.JPG
31.1296,DSC06937.JPG
36.6592,DSC06938.JPG
41.7792,DSC06939.JPG
44.8512,DSC06940.JPG
49.5616,DSC06941.JPG
53.248,DSC06942.JPG
55.7056,DSC06943.JPG
55.7056,DSC06944.JPG
62.464,DSC06945.JPG
66.7648,DSC06946.JPG
71.2704,DSC06947.JPG
74.1376,DSC06948.JPG
76.3904,DSC06949.JPG
78.0288,DSC06950.JPG
77.824,DSC06951.JPG
81.3056,DSC06952.JPG
83.968,DSC06953.JPG
86.2208,DSC06954.JPG
89.4976,DSC06955.JPG
92.7744,DSC06956.JPG
95.6416,DSC06957.JPG
97.8944,DSC06958.JPG
98.9184,DSC06959.JPG
98.7136,DSC06960.JPG
101.99,DSC06961.JPG
105.062,DSC06962.JPG
110.592,DSC06963.JPG
110.387,DSC06964.JPG
110.387,DSC06965.JPG
48.7424,DSC06966.JPG
6.144,DSC06967.JPG
7.7824,DSC06968.JPG
12.0832,DSC06969.JPG
15.7696,DSC06970.JPG
19.8656,DSC06971.JPG
23.552,DSC06972.JPG
26.0096,DSC06973.JPG
31.1296,DSC06974.JPG
35.6352,DSC06975.JPG
40.3456,DSC06976.JPG
43.8272,DSC06977.JPG
46.6944,DSC06978.JPG
49.3568,DSC06979.JPG
50.9952,DSC06980.JPG
50.9952,DSC06981.JPG
57.1392,DSC06982.JPG
61.2352,DSC06983.JPG
64.9216,DSC06984.JPG
68.608,DSC06985.JPG
72.704,DSC06986.JPG
75.5712,DSC06987.JPG
76.1856,DSC06988.JPG
75.9808,DSC06989.JPG
81.5104,DSC06990.JPG
85.4016,DSC06991.JPG
88.4736,DSC06992.JPG
90.9312,DSC06993.JPG
93.7984,DSC06994.JPG
96.0512,DSC06995.JPG
98.304,DSC06996.JPG
101.99,DSC06997.JPG
103.629,DSC06998.JPG
103.424,DSC06999.JPG
106.701,DSC07000.JPG
110.797,DSC07001.JPG
110.592,DSC07002.JPG
65.536,DSC07003.JPG
5.7344,DSC07004.JPG
6.144,DSC07005.JPG
8.6016,DSC07006.JPG
10.0352,DSC07007.JPG
